nombre,cif,fecha_inicio,ultimo_anyo,ventas_euros,n_empleados,provincia,ciudad,calle,lon,lat,codigo_descripcion,codigo,descripcion,pagina_web,telefono,descripcion_adecuada,x1,x2,grupo,etiqueta
SPECIALIST COMPUTER CENTRES SL,B81644387,1997-02-17,2024-03-31,111064184,179,Valencia,PATERNA,"AV JUAN DE LA CIERVA Y CODORNIU, 27",-0.45595,39.54845,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,Actividad de programación informática y servicios.,www.es.scc.com,+34 91/4368800,actividad programación informático servicio,14.658824,1.541557,0,0_servicio_actividad_objeto_desarrollo
AIRE NETWORKS DEL MEDITERRANEO SLU,B53704599,2002-10-10,2023-12-31,108006502,373,Alicante,ELX/ELCHE,"CALLE SANTIAGO RAMON Y CAJAL (PQ. EMPRESARIAL), 11",-0.61118,38.29149,Otras actividades de telecomunicaciones,6190.0,Distribución e instalación de sistemas de telecomunicaciones.,www.airenetworks.es,+34 91/1090000,distribución instalación sistema telecomunicación,9.058162,5.8437037,0,0_servicio_actividad_objeto_desarrollo
COLT TECHNOLOGY SERVICES SA,A81626905,1997-01-02,2024-12-31,104860305,185,Valencia,VALENCIA,"CL ESPINOSA, VALENCIA, VALENCIA, 8",-0.38493,39.47219,Otras actividades de telecomunicaciones,6190.0,"Realización de otras actividades de telecomunicaciones, principalmente servicios de red, voz y data centre a empresas.",www.colt.net,+34 91/7899000,realización actividad telecomunicación principalmente servicio datar centrar empresa,8.509367,6.37002,0,0_servicio_actividad_objeto_desarrollo
THE PHONE HOUSE SPAIN SL,B81846206,1997-10-14,2024-12-31,103301000,551,Castellón,LA VALL D'UIXO,"AV JAIME I, 48",-0.23321,39.8208,Otras actividades de telecomunicaciones,6190.0,Venta al menor de telefonía móvil y accesorios.,www.phonehouse.es,+34 91/9330977,ventar menor telefonía móvil accesorio,9.547639,6.4983425,0,0_servicio_actividad_objeto_desarrollo
STRATESYS TECHNOLOGY SOLUTIONS SL.,B81866014,1997-11-17,2023-12-31,102495036,929,Valencia,VALENCIA,"AV DEL REGNE DE VALENCIA, 49",-0.3667,39.46368,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,Servicios de tecnología de la información.,www.stratesys-ts.com,+34 91/3604960,servicio tecnología información,13.149612,1.6623081,0,0_servicio_actividad_objeto_desarrollo
ENTERPRISE SOLUTIONS OUTSOURCING ESPAÑA SOCIEDAD LIMITADA.,B83801399,2003-11-25,2024-03-31,102307895,1175,Valencia,VALENCIA,"AV GENERAL AVILES, 35",-0.39465,39.48594,"Programación, consultoría y otras actividades relacionadas con la informática",6203.0,"PRESTACION DE SERVICIOS INFORMATICOS EN GENERAL. SERVICIOS DE CONSULTORIA, ASESORIA Y DE GESTION A TERCEROS. PRESTACION DE SERVICIOS DE CONSULTORIA INFORMATICA YDE ATENCION, ASISTENCIA, SOPORTE Y MANTENIMIENTO INFORMATIC",,+34 93/2239333,prestacion servicios informaticos general servicio consultoria asesoria gestion terceros prestacion servicios consultoria informatico atencion asistencia soporte mantenimiento informatic,13.859638,0.06275987,0,0_servicio_actividad_objeto_desarrollo
INFORTISA SL,B46466421,1989-06-07,2023-12-31,95698560,89,Valencia,ALFARA DEL PATRIARCA,"CALLE POU DE CONDESA, 1",-0.38629,39.5493,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4651.0,Distribución al mayor de componentes y suministros informáticos.,www.infortisa.com,+34 96/1309011,distribución componente suministro informático,10.831144,7.390363,8,8_suministro_informatica_informático_distribución
VITALY HEALTH SERVICES S.L.U.,B06290241,1998-09-18,2023-12-31,95610290,1359,Valencia,PATERNA,"CL NARCIS MONTURIOL I ESTARRIOL, PQ. TECNOLOGICO DE PATERNA, EDIF. DENTRO, 4, A-203, A-202",-0.46465,39.54975,Actividades de consultoría de gestión empresarial,7022.0,Gestión de consultoría de prevención.,www.preving.com,+34 92/4200024,gestión consultoría prevención,11.556969,-1.2354267,1,1_gestión_empresarial_consultoría_explotación
NCR ESPAÑA SL,B28031458,1936-04-21,2022-12-31,90265685,317,Valencia,VALENCIA,"CL JOSE MELIA SINISTERRA, 7",-0.35555,39.4625,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4651.0,Comercio al por mayor de productos informáticos.,www.ncr.com,+34 91/3755000,comercio producto informático,10.944546,8.094377,0,0_servicio_actividad_objeto_desarrollo
MARKTEL GLOBAL SERVICES SA.,A82236944,1999-01-26,2024-12-31,90145449,3505,Valencia,VALENCIA,"CL GREMIS, 8",-0.41028,39.45947,Otras actividades de telecomunicaciones,6190.0,Servicios de llamadas y marketing telefónico.,www.marktel.es,+34 91/1029200,servicio llamado marketing telefónico,9.157106,6.3944273,0,0_servicio_actividad_objeto_desarrollo
SUMINISTROS IMPORTACIONES Y MANTENIMIENTOS ELECTRONICOS SA,A78032315,1985-07-07,2024-12-31,87073000,1559,Valencia,VALENCIA,"CL MIRA-SOL, 9",-0.39326,39.48853,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,Proveedor de servicios TIC y servicios de micro informática.,www.gruposermicro.com,+34 91/7448600,proveedor servicio servicio micro informático,13.307473,-0.12549327,0,0_servicio_actividad_objeto_desarrollo
GRUPO BC DE ASESORIA HIPOTECARIA SL,B81207078,1995-06-05,2023-12-31,83791352,1494,Valencia,VALENCIA,"CL DEL POETA JOSEP CERVERA I GRIFOL, 12",-0.35804,39.45464,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,Servicios de Asesoría Hipotecaria.,www.grupobc.com,+34 91/2705900,servicio asesoría hipotecaria,13.699453,-0.95026124,0,0_servicio_actividad_objeto_desarrollo
SENER INGENIERIA Y SISTEMAS S.A.U.,A48024723,1956-06-15,2024-12-31,81477000,416,Valencia,VALENCIA,"CL MENDEZ NUÑEZ, 40, CUARTA PLANTA",-0.33687,39.45942,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,Servicios de ingeniería y tecnología,www.group.sener/es,+34 94/4817500,servicio ingeniería tecnología,7.891314,3.0675268,0,0_servicio_actividad_objeto_desarrollo
PELAGIC INVEST SL.,B67939843,2021-12-23,2022-12-31,79945615,3042,Castellón,VINAROS,"PARTIDA DE LES CAPÇADES, 40",0.46363735,40.46472916,Actividades de consultoría de gestión empresarial,7022.0,"1. La prestación de servicios de gestión, administración y asesoramiento a todo tipo do sociedades, excluido el asesoramiento financiero, en concreto, quedan excluidas las actividades reguladas en la Ley del Mercado de Valores. Estas actividades se realizarán a través de los oportunos profesionales",,+34 96/4400640,prestación servicio gestión administración asesoramiento tipo sociedad excluir asesoramiento financiero concreto quedar excluido actividad regulado mercado valores actividad realizar oportuno profesional,11.40084,1.094777,0,0_servicio_actividad_objeto_desarrollo
CENTRO DE ESTUDIOS DE MATERIALES Y CONTROL DE OBRA SA,A29021334,1972-10-30,2024-12-31,77948139,817,Alicante,ALICANTE/ALACANT,"PD PLA DE LA VALLONGA, 311",-0.54825643,38.34158182,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Servicio de ingeniería ,control y calidad de obras.",www.cemosa.es,+34 95/2230842,servicio ingeniería control calidad obra,7.8806725,3.0333698,0,0_servicio_actividad_objeto_desarrollo
TICNOVA QUALITY TEAM SL,B43067586,1985-07-18,2024-03-31,77339402,102,Alicante,ALICANTE/ALACANT,"CL JAIME SEGARRA, 56",-0.48116,38.35653,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4651.0,"Comercialización de productos electrónicos, especialmente informática y electrónica de consumo.",www.ticnova.es,+34 97/7309100,comercialización producto electrónico especialmente informático electrónico consumo,10.160651,7.855947,0,0_servicio_actividad_objeto_desarrollo
ZARAGOZA MEDIENERCO SOCIEDAD LIMITADA,B98338411,2011-03-31,2023-12-31,75560546,55,Valencia,VALENCIA,"CALLE CRONISTA CARRERES, 11 - 3A",-0.36772,39.4731,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,Plantas fotovoltaicas.,www.grupozaragoza.com,+34 96/3411301,planta fotovoltaica,10.059533,4.2407436,0,0_servicio_actividad_objeto_desarrollo
EUROCONTROL SA,A28318012,1973-05-18,2023-12-31,73900676,1363,Valencia,VALENCIA,"CL CREU ROJA, 1",-0.41339,39.46149,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Control y garantía de calidad de materiales, equipos y plantas industriales.",www.eurocontrol.es,+34 91/7027850,control garantía calidad material equipo planta industrial,10.463288,3.0150506,0,0_servicio_actividad_objeto_desarrollo
GMV SOLUCIONES GLOBALES INTERNET SAU,A83057034,2001-07-12,2024-12-31,73605893,619,Valencia,VALENCIA,"AV DE LES CORTS VALENCIANES, 58",-0.40151959,39.49530437,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,Servicios de diseño software y servicios de consultoría informática,www.gmv.es,+34 91/8072100,servicio diseño software servicio consultoría informático,13.821652,0.0730682,0,0_servicio_actividad_objeto_desarrollo
LOGISVA POWER SOCIEDAD LIMITADA,B97739452,2006-05-04,2023-12-31,73525806,49,Valencia,BENISSANO,"PARQUE EMPRESARIAL TURIANOVA, MANZANA III NAVE 5",-0.578202,39.6141116,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4652.0,Venta y distribución de equipos electrónicos y de telecomunicaciones.,www.gabyl.com,+34 94/8350700,venta distribución equipo electrónico telecomunicación,10.357628,6.053854,0,0_servicio_actividad_objeto_desarrollo
ATRAMENTUM SL,B54685573,2013-02-01,2023-12-31,71825187,59,Alicante,ALACANT/ALICANTE,"AVENIDA GENERAL MARVA, 11 - ENT",-0.49176,38.34713,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4652.0,"Comercio al por mayor de Mayorista de consumibles informáticos,maquinaria y equipo de oficina.",www.muchocartucho.es,+34 96/5269585,comercio mayorista consumibl informático maquinario equipo oficina,11.84283,8.053238,0,0_servicio_actividad_objeto_desarrollo
"INFORMA D&B, S.A.U. (S.M.E.)",A80192727,1992-01-09,2024-12-31,71047241,354,Valencia,VALENCIA,"CL ISABEL LA CATOLICA, 8, 3ª PLANTA, DESPACHO 40",-0.37064,39.46896,"Proceso de datos, hosting y actividades relacionadas; portales web",6311.0,"Suministro de Información Comercial, Financiera y de Marketing de empresas y empresarios, para aumentar el conocimiento de clientes y proveedores y minimizar el riesgo comercial.",www.informa.es,+34 90/0176076,suministro información comercial financiera marketing empresa empresario aumentar conocimiento cliente proveedor minimizar riesgo comercial,12.15524,1.9236858,0,0_servicio_actividad_objeto_desarrollo
PROMOTORA DE INFORMACIONES SA,A28297059,1972-01-18,2024-12-31,70188000,41,Alicante,ALICANTE/ALACANT,"CL MAYOR, 22",-0.48203,38.3451,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,"Gestión de medios, grupos de publicidad, prensa, radio, etc. Editor de El País y Cadena Ser.",www.prisa.com/es,+34 91/3301000,gestión medio grupo publicidad prensa radio editor país cadena,10.999696,1.7593572,0,0_servicio_actividad_objeto_desarrollo
TPF GETINSA EUROESTUDIOS SL.,B84840685,2006-06-30,2024-12-31,69247356,597,Valencia,QUART DE POBLET,"AV REIAL MONESTIR DE SANTA MARIA DE POBLET, 3",-0.45287638,39.47936844,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Prestación de servicios técnicos de ingeniería, relacionadas con infraestructuras, aeropuertos, etc.",www.tpfingenieria.com,+34 91/4182110,prestación servicio técnico ingeniería relacionado infraestructura aeropuertos,8.6208935,3.8199768,0,0_servicio_actividad_objeto_desarrollo
AVANTA PREVENCION INTEGRAL SLU,B97673453,2005-12-12,2023-12-31,68979446,791,Valencia,QUART DE POBLET,"AVENIDA REIAL MONESTIR DE SANTA MARIA DE POBLET, 22",-0.43691,39.47465,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,Prevención de riesgos laborales,www.valoraprevencion.es,+34 96/3181163,prevención riesgo laboral,12.676012,-0.80740976,4,4_prevención_riesgo_laboral_prevencion
ECONOCOM SERVICIOS SA.,A28816379,1983-02-03,2024-12-31,68217882,805,Valencia,VALENCIA,"CL DE L'URUGUAI, DESPACHO 506, 11",-0.38622,39.45935,"Programación, consultoría y otras actividades relacionadas con la informática",6202.0,Servicios informáticos y otro tipo de servicios para empresas.,www.econocom.es,+34 91/4119120,servicio informático tipo servicio empresa,12.99652,0.08660385,0,0_servicio_actividad_objeto_desarrollo
MAS PREVENCION SERVICIO DE PREVENCION SOCIEDAD LIMITADA.,B99083404,2005-11-30,2023-12-31,65835396,775,Alicante,ELCHE/ELX,"CL JOAQUIN GRAU GARCIA, 1",-0.67721,38.27042,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,Servicios de prevención ajeno de riesgos laborales a empresas.,www.spmas.es,+34 87/6254300,servicio prevención ajeno riesgo laboral empresa,12.678479,-0.77406186,4,4_prevención_riesgo_laboral_prevencion
DIEBOLD NIXDORF SL.,B82502626,1999-12-07,2024-12-31,63849000,233,Valencia,VALENCIA,"CL PROFESSOR BELTRAN BAGUENA, 4",-0.38923,39.48099,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4651.0,"Comercio al por mayor de soluciones IT para los sectores de Retail y Banca. Comprende de Hardware, Software, Consultoría, Mantenimiento y otros servicios.",www.dieboldnixdorf.com,+34 91/4843800,comercio solución sector retail banca comprender hardware software consultoría mantenimiento servicio,13.035787,2.291392,-1,-1_control_publicidad_elaboracion_profesional
DEVELOPMENT SYSTEMS AND MANAGEMENT SA,A62799671,2002-02-19,2023-12-31,63310976,40,Valencia,VALENCIA,"CL DEL DOCTOR VILA BARBERA, 11, BAJOS",-0.38106,39.46288,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4651.0,Distribución al mayor de equipos y suministros informáticos.,www.desyman.com,+34 90/2902266,distribución equipo suministro informático,10.846769,7.3724756,8,8_suministro_informatica_informático_distribución
"F. INICIATIVAS ESPAÑA I MAS D MAS I, SLU",B65100612,2009-04-24,2024-12-31,62128076,799,Valencia,VALENCIA,"PS DE L'ALBEREDA, 35",-0.35924,39.46603,Actividades de consultoría de gestión empresarial,7022.0,Gestión de consultoría financiera.,www.es.fi-group.com,,gestión consultoría financiero,11.581356,-1.2455875,1,1_gestión_empresarial_consultoría_explotación
INTERNACIONAL PERIFERICOS Y MEMORIAS ESPAÑA SL,B62758602,2001-12-17,2024-03-31,59987000,246,Valencia,VALENCIA,"CL PROFESSOR BELTRAN BAGUENA, 4",-0.38923,39.48099,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,"Diseño, proyectos, alquiler de maquinaria de oficina, ingeniería informática.",www.ipm.es,+34 93/4770436,diseño proyecto alquiler maquinaria oficina ingeniería informático,8.519354,2.8584359,0,0_servicio_actividad_objeto_desarrollo
SUMINISTROS ELECTRICOS GABYL SA,A31069321,1977-01-01,2024-12-31,57839237,106,Valencia,BENISSANO,"CR VALENCIA-ADEMUZ, 5",-0.57275426,39.61138828,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4652.0,Comercio al por mayor de equipos y material electrónico para la iluminación.,www.gabyl.com,+34 94/8350700,comercio equipo material electrónico iluminación,10.049803,8.05725,0,0_servicio_actividad_objeto_desarrollo
CYBERSOC EMEA CENTER SL.,B87634325,2016-09-13,2024-05-31,56995000,636,Valencia,VALENCIA,"AV D'ARAGO, 30, ED EUROPA",-0.35728,39.47173,Actividades de consultoría de gestión empresarial,7022.0,"La realización de todo tipo de servicios de seguridad informática, y en concreto: planificación, desarrollo e implantación de estrategias de sistemas y tecnologías de la información, gestión del riesgo informático; definición, análisis, implantación, gestión y operación de la seguridad",www.deloitte.com,+34 91/5145000,realización tipo servicio seguridad informático concreto planificación desarrollo implantación estrategia sistema tecnología información gestión riesgo informático definición análisis implantación gestión operación seguridad,13.112267,2.9465976,0,0_servicio_actividad_objeto_desarrollo
SOCIEDAD MERCANTIL ESTATAL DE INFRAESTRUCTURAS AGRARIAS SA.,A82535303,1999-12-30,2024-12-31,56460606,84,Valencia,VALENCIA,"AV MARQUES DE SOTELO, 1",-0.37671,39.46897,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,Actividades técnicas (modernización de regadíos),www.seiasa.es,+34 91/7813687,actividades técnico modernización regadío,9.040508,3.6996622,0,0_servicio_actividad_objeto_desarrollo
SOTHIS SERVICIOS TECNOLOGICOS SOCIEDAD LIMITADA UNIPERSONAL,B98513260,2013-02-01,2024-12-31,56452499,559,Valencia,PATERNA,"CALLE CHARLES ROBERT DARWIN, 13",-0.46388839,39.55244207,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,Desarrollo de servicios tecnológicos.,www.sothis.tech,+34 90/0923533,desarrollo servicio tecnológico,13.540968,0.3941636,0,0_servicio_actividad_objeto_desarrollo
INSTRUMENTACION Y COMPONENTES SA,A50086412,1983-07-22,2024-12-31,55653628,881,Alicante,ALICANTE/ALACANT,"LG MUELLE PONIENTE, CENTRO DE NMEGOCIOS DE ALICANTE, S/N",-0.48909684,38.33830003,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,"Comercio al por menor de ordenadores, equipos periféricos y programas informáticos,tecnologías de la información y comunicaciones, analítica, electrónica y medicina.",www.inycom.es,+34 97/6013300,comercio menor ordenador equipo periférico programa informático tecnología información comunicación analítico electrónico medicina,11.319149,8.646181,0,0_servicio_actividad_objeto_desarrollo
